股票代碼,1216,1301,1326,2323,2329,2349,2352,2367,2406,2426,2449,2511,2801,2913,3017,6176,6209,6285,8163,9904
1216,0.002464619938173508,0.0007242199739779105,0.0005527458081038843,0.0007016169682251165,0.0009783268569963685,0.0012363124204788662,0.0005512210471293532,0.0006145700435648425,0.0006397658639180173,0.0007647829906899356,6.056856465754194e-05,0.0007488922742167855,0.001107969521110879,0.0010755199667793567,0.00024394004154352407,0.0003012630702123913,0.0002100366490691201,-0.000178910643549895,0.0012276825841436808,0.0004370123558641835
1301,0.0007242199739779105,0.0024281349271132496,0.0022691271650213214,0.0007814692644122252,0.0013136860030491205,0.001540985721135836,0.0009821072838977853,0.0014537319272249583,0.0015757854885626124,0.0017231151636692085,0.0003286940600313573,0.0015536634890966116,0.0012525590830138092,0.0010075348892579473,0.0008053050125650974,0.0008718993800965959,0.0010188904736400425,0.001438430486534669,0.0016762696031403406,0.0007336413606228333
1326,0.0005527458081038843,0.0022691271650213214,0.0030979501822250574,0.0010246273028564413,0.0012193672523863552,0.002413516393873984,0.0010214764420690527,0.0013090735240995472,0.0016351448653994468,0.0017443776739074237,0.000555383966050472,0.0014428925088936426,0.0013425998601354458,0.001022218680768872,0.0009573059901528722,0.0005371313004804517,0.0010093263948614704,0.0015806079444473618,0.0018563601577929714,0.00048708166246855353
2323,0.0007016169682251165,0.0007814692644122252,0.0010246273028564413,0.013292720105927283,0.0035433108801495804,0.01430900928739735,0.0032741616702655903,0.004278703057105713,0.002725296914177324,0.0027088093238177044,0.002736061720020769,0.0015909232099283834,0.001722998914417052,0.002445831051497728,0.0035571000845462794,0.0007408060413429634,0.003130749478989499,0.0018887422152304826,0.01037152426701021,0.0004654494934037515
2329,0.0009783268569963685,0.0013136860030491205,0.0012193672523863552,0.0035433108801495804,0.016014880144677734,0.007183447560001241,0.00470684988084716,0.00432229137121315,0.004064358627376001,0.00431652645664984,0.003488792146486009,0.0018852283178378553,0.00216440626687843,0.0026734810855201675,0.00562936793356798,0.001619050518674166,0.003478637724950953,0.0031870370728518667,0.005430682246994865,0.0005421720048827191
2349,0.0012363124204788662,0.001540985721135836,0.002413516393873984,0.01430900928739735,0.007183447560001241,0.038938368789241035,0.0043586243672052855,0.006469430260307876,0.004178479691977164,0.0046659363231105365,0.0025909247307053917,0.001275207340452329,0.002055321432638762,0.002714127545573649,0.003989127352493456,0.0005795350219125429,0.004830510385030823,0.004033193483564852,0.01805082931260133,-0.00011654324880500248
2352,0.0005512210471293532,0.0009821072838977853,0.0010214764420690527,0.0032741616702655903,0.00470684988084716,0.0043586243672052855,0.008967009341943295,0.0029330417115116347,0.004318190348032092,0.0036745370193515883,0.003261669819535046,0.001932628930133052,0.0017650822644848943,0.0024367511119905696,0.0031996350865284764,0.001034717674206192,0.0036269704455500354,0.0035317546478164656,0.004334744352661445,0.0008511724671888993
2367,0.0006145700435648425,0.0014537319272249583,0.0013090735240995472,0.004278703057105713,0.00432229137121315,0.006469430260307876,0.0029330417115116347,0.01183448687494629,0.005341545513447323,0.0039870363073812465,0.002954401541718618,0.003127594512671871,0.002441739435638379,0.0027306032603120066,0.004150649094422138,0.0022384641463093283,0.003245499303379983,0.0035893966324157082,0.0053357191261042556,0.000986252745782462
2406,0.0006397658639180173,0.0015757854885626124,0.0016351448653994468,0.002725296914177324,0.004064358627376001,0.004178479691977164,0.004318190348032092,0.005341545513447323,0.024041666101597584,0.006556883251087535,0.003316529380541562,0.0033840735893703464,0.0024111323864336853,0.00465813493287942,0.003889566712756626,0.0018647885227768633,0.004107814066712802,0.005467400789876553,0.006674349075582498,0.000913936718332349
2426,0.0007647829906899356,0.0017231151636692085,0.0017443776739074237,0.0027088093238177044,0.00431652645664984,0.0046659363231105365,0.0036745370193515883,0.0039870363073812465,0.006556883251087535,0.018956892271204936,0.0029535018008564995,0.002480121197788614,0.0020695939973510895,0.003179471354759106,0.004828033812110447,0.0012521126322242375,0.004292200716787465,0.0021537519062855438,0.00795031813308102,0.0012730700360090274
2449,6.056856465754194e-05,0.0003286940600313573,0.000555383966050472,0.002736061720020769,0.003488792146486009,0.0025909247307053917,0.003261669819535046,0.002954401541718618,0.003316529380541562,0.0029535018008564995,0.00676608530290471,0.0015861120244385766,0.00045454165805152054,0.0017180963403275254,0.0036344902495346397,0.002013219765569701,0.002152026071249346,0.0018590831031826086,0.0032655340335254546,0.0008573578538113994
2511,0.0007488922742167855,0.0015536634890966116,0.0014428925088936426,0.0015909232099283834,0.0018852283178378553,0.001275207340452329,0.001932628930133052,0.003127594512671871,0.0033840735893703464,0.002480121197788614,0.0015861120244385766,0.006985592242054406,0.0018821543531068418,0.003157175077979582,0.0019604338593990104,0.00211480710556448,0.001881644118110315,0.0015296453190866922,0.004005220233689042,0.000504051184883566
2801,0.001107969521110879,0.0012525590830138092,0.0013425998601354458,0.001722998914417052,0.00216440626687843,0.002055321432638762,0.0017650822644848943,0.002441739435638379,0.0024111323864336853,0.0020695939973510895,0.00045454165805152054,0.0018821543531068418,0.0035421962727987073,0.0019587523575763156,0.0015901613940830462,0.000925960316731764,0.0019192972700132146,0.0013843835998360013,0.001947979955078796,0.00023550829319641487
2913,0.0010755199667793567,0.0010075348892579473,0.001022218680768872,0.002445831051497728,0.0026734810855201675,0.002714127545573649,0.0024367511119905696,0.0027306032603120066,0.00465813493287942,0.003179471354759106,0.0017180963403275254,0.003157175077979582,0.0019587523575763156,0.005114835885509302,0.002145589404082567,0.0018257842518612764,0.002133774059047173,0.0024227893503382734,0.0035505624866111214,0.0009751721313050098
3017,0.00024394004154352407,0.0008053050125650974,0.0009573059901528722,0.0035571000845462794,0.00562936793356798,0.003989127352493456,0.0031996350865284764,0.004150649094422138,0.003889566712756626,0.004828033812110447,0.0036344902495346397,0.0019604338593990104,0.0015901613940830462,0.002145589404082567,0.010303669367983166,0.0014880943066835936,0.002183238628933504,0.0027630789124772894,0.005469792696199922,0.0003434311336485518
6176,0.0003012630702123913,0.0008718993800965959,0.0005371313004804517,0.0007408060413429634,0.001619050518674166,0.0005795350219125429,0.001034717674206192,0.0022384641463093283,0.0018647885227768633,0.0012521126322242375,0.002013219765569701,0.00211480710556448,0.000925960316731764,0.0018257842518612764,0.0014880943066835936,0.008703333172362987,0.0025917380742975327,0.003600428867811657,0.0028486473772039492,0.0007463686752512784
6209,0.0002100366490691201,0.0010188904736400425,0.0010093263948614704,0.003130749478989499,0.003478637724950953,0.004830510385030823,0.0036269704455500354,0.003245499303379983,0.004107814066712802,0.004292200716787465,0.002152026071249346,0.001881644118110315,0.0019192972700132146,0.002133774059047173,0.002183238628933504,0.0025917380742975327,0.01613083870622018,0.002905035447842989,0.004898329812037844,0.0005731476908126015
6285,-0.000178910643549895,0.001438430486534669,0.0015806079444473618,0.0018887422152304826,0.0031870370728518667,0.004033193483564852,0.0035317546478164656,0.0035893966324157082,0.005467400789876553,0.0021537519062855438,0.0018590831031826086,0.0015296453190866922,0.0013843835998360013,0.0024227893503382734,0.0027630789124772894,0.003600428867811657,0.002905035447842989,0.008889855438039941,0.002906742279654373,-0.00010747582747607797
8163,0.0012276825841436808,0.0016762696031403406,0.0018563601577929714,0.01037152426701021,0.005430682246994865,0.01805082931260133,0.004334744352661445,0.0053357191261042556,0.006674349075582498,0.00795031813308102,0.0032655340335254546,0.004005220233689042,0.001947979955078796,0.0035505624866111214,0.005469792696199922,0.0028486473772039492,0.004898329812037844,0.002906742279654373,0.02369938365272844,0.0016338774976598345
9904,0.0004370123558641835,0.0007336413606228333,0.00048708166246855353,0.0004654494934037515,0.0005421720048827191,-0.00011654324880500248,0.0008511724671888993,0.000986252745782462,0.000913936718332349,0.0012730700360090274,0.0008573578538113994,0.000504051184883566,0.00023550829319641487,0.0009751721313050098,0.0003434311336485518,0.0007463686752512784,0.0005731476908126015,-0.00010747582747607797,0.0016338774976598345,0.003245557825947108
